Index,QuestionId,AskerId,AskerName,QuestionTitle,answer_id,AnswererId
506,55281836,7540723,Hajdu G&#225;bor,Tensorflow with c++ per_process_gpu_memory_fraction not working,55337033,2604336
507,55181222,11190642,Yusuf Altıparmak,How to make tensorflow object detection faster-r cnn model work on Android?,55184293,2641587
508,55094952,10726895,pranav,Understanding Tensorflow control dependencies,55099970,1782792
509,55085487,82898,T.R.,"What is &quot;valency&quot;, with regards to machine learning?",55350042,2540707
510,54953856,2547172,Vaibhav,"Getting error &#39;File &quot;&lt;frozen importlib._bootstrap&gt;&quot;, line 968, in _find_and_load&#39; while importing tensorflow",54953886,7131757
511,54540018,2243184,physicist,What does tensorflow&#39;s tables_initializer do?,54540460,1782792
512,54476186,4345719,johni07,Tensorflow / Keras mean image subtraction,54477107,2641587
513,54432394,6919063,Jacob B,Keras getting different results with set seed,54446073,5884955
514,54432394,6919063,Jacob B,Keras getting different results with set seed,54447439,6919063
515,54199284,4541944,Isaac,"Filter by index and flattened in numpy, like tf.sequence_mask",54199566,9698684
516,54199284,4541944,Isaac,"Filter by index and flattened in numpy, like tf.sequence_mask",54199509,4932316
517,54122837,9134476,Roshni Amber,Retrain a saved model in Keras that was trained using train_on_batch(),54125540,9134476
518,58001456,1917160,Artem Mavrin,TensorFlow Keras &#39;accuracy&#39; metric under the hood implementation,58001684,1917160
519,57999225,567620,ely,How to access sample weights in a Keras custom loss function supplied by a generator?,58599783,4867484
520,57999225,567620,ely,How to access sample weights in a Keras custom loss function supplied by a generator?,58002329,2097240
521,57925061,1519955,Pop,How can I reduce the number of CPUs used by Tensorlfow/Keras?,57933374,5597718
522,57925061,1519955,Pop,How can I reduce the number of CPUs used by Tensorlfow/Keras?,57926618,8234169
523,57786303,6878758,Kalpit,Custom metric for Semantic segmentation,58301761,6878758
524,57771706,12010696,Hans-Ulrich Rudel,Why is accuracy and loss staying exactly the same while training?,57775320,12010696
525,57771706,12010696,Hans-Ulrich Rudel,Why is accuracy and loss staying exactly the same while training?,57772330,8563649
526,57616698,3736306,yuqli,tensorflow pass numpy array to graph using placeholder vs tf.convert_to_tensor(),57625380,3987085
527,57616698,3736306,yuqli,tensorflow pass numpy array to graph using placeholder vs tf.convert_to_tensor(),57625264,10878733
528,57396212,5535604,Anton,SageMaker and TensorFlow 2.0,57796296,9074534
529,57396212,5535604,Anton,SageMaker and TensorFlow 2.0,57517194,11530462
530,57180479,3201721,VinceDMG,Tensorflow serving OOMKilled or Evicted pod with Kubernetes,57288305,3201721
531,56899105,4958717,dsalaj,How to use regularizer argument in tf.get_variable?,56899286,3214872
532,56898069,7655027,Hassam,How to use tensorflow-hub module with tensorflow-dataset api,56902653,2455494
533,56897557,1886357,eric,Tensorflow record: how to read and plot image values?,56932321,5140223
534,56897557,1886357,eric,Tensorflow record: how to read and plot image values?,56930307,11666391
535,56762433,1419123,pythOnometrist,Keras: Share a layer of weights across Training Examples (Not between layers),56773975,5118431
536,56762433,1419123,pythOnometrist,Keras: Share a layer of weights across Training Examples (Not between layers),56768563,5298937
537,56746191,1133286,solvingPuzzles,"Why are the matrices in BERT called Query, Key, and Value?",56819096,7059474
538,56690465,7886651,I. A,Is keras based on closures in python?,56691467,5668710
539,56690465,7886651,I. A,Is keras based on closures in python?,56693530,1440565
540,56616151,5113410,Douglas Rehm,Remove values from a tensor that are within a given range,56616210,4909087
541,56580538,4788501,Josef Korbel,TF keras API with TF dataset problem - steps_per_epoch argument problem,56755637,4788501
542,56575293,11640774,s0x,Validation loss is lower than training loss training LSTM,56575745,6117017
543,56438154,11597209,Playergod,Convert Keras model to C,56438210,11478354
544,56404956,5856770,viru,Adding consecutive elements across dimension in tensorflow,56411207,4255553
545,56340103,10929548,Newo,Does image file type matter in terms of accuracy or speed when training/evaluating in machine learning?,56341569,2455494
546,56168830,10168321,Xeyes,How to reduce a neural network output when a certain action isn&#39;t performable,56225354,5228890
547,55865891,1447953,Ben Farmer,Optimise function for many pseudodata realisations in TensorFlow 2,55923875,1447953
548,55771134,4727788,Ryan Lehmkuhl,Dynamic Activation Function in Keras,55772168,7389608
549,55727760,7105492,Claudio Davi,How fix &#39;The given object is not an Optimizer instance&#39; when using Tensorflow-2.0 tf.optimizers?,55747451,5154274
550,55727760,7105492,Claudio Davi,How fix &#39;The given object is not an Optimizer instance&#39; when using Tensorflow-2.0 tf.optimizers?,55734337,7105492
551,55727760,7105492,Claudio Davi,How fix &#39;The given object is not an Optimizer instance&#39; when using Tensorflow-2.0 tf.optimizers?,55731662,11374868
552,55682941,10227526,LinTIna,How to debug keras in tensorflow 2.0?,55685145,2891324
553,55663594,10378403,Sun Tianyi,ValueError: setting an array element with a sequence. On Keras model.fit,55663750,2653663
554,55583130,1050648,HuckleberryFinn,Tensorflow 2.0 Keras Model subclassing,55589529,5154274
555,55518033,6617195,KKK,Where can I find tensorflow.contrib.layers for TensorFlow 2.0,55524156,867889
556,55518033,6617195,KKK,Where can I find tensorflow.contrib.layers for TensorFlow 2.0,55518399,5154274
557,55518033,6617195,KKK,Where can I find tensorflow.contrib.layers for TensorFlow 2.0,55518654,5652313
558,55491846,6791416,psj,Keras - How to get time taken by each layer in training?,55492933,4755954
559,55464511,11295709,Kirill Kalash,Deploying tensorflow model to GCP without docker,55480034,328036
560,55321864,11249772,Ivan Lorusso,AttributeError: The layer has never been called and thus has no defined input shape,55570803,10886420
561,55244579,10463548,Trevor Stewart,Group tensorflow dataset by key and batch by key,55245628,1782792
562,55161550,583464,George,valuerror attemp to convert a value (type model) to a tensor,55172149,2966061
563,55116477,6691064,vikash singh,Getting exception while using tf.placeholder in TensorFlow,55116616,3090511
564,54981462,9999035,Ram Shanker G,Converting Keras model as tensorflow model gives me error,54997427,10921263
565,54819947,8413477,Mr. Nobody,Defining custom gradient as a class method in Tensorflow,54825044,1782792
566,54819947,8413477,Mr. Nobody,Defining custom gradient as a class method in Tensorflow,54824695,1373669
567,54723912,3861775,Samuel,Tensorflow: Extracting image and label from TFRecords file,54725258,2641587
568,54723912,3861775,Samuel,Tensorflow: Extracting image and label from TFRecords file,54725298,5786339
569,54688502,11061454,jan,neural network does not learn (loss stays the same),54688983,2097240
570,54668364,11055762,DylanG,TensorFlow import data for linear regression,54675285,11055762
571,54668364,11055762,DylanG,TensorFlow import data for linear regression,54673843,5786339
572,54235468,10311158,Moritz,Android TensorFlow Lite interpreter: How to fix &quot;DataType error: cannot resolve DataType of java.lang.Float&quot;,54236953,9883438
573,54194053,9565342,NShiny,"AttributeError: Layer has no inbound nodes, or AttributeError: The layer has never been called",54194436,1462770
574,54072496,6488190,junkmaster,Explaining CNN (Keras) outputs with LIME,54706978,6488190
575,54072496,6488190,junkmaster,Explaining CNN (Keras) outputs with LIME,54074266,6341510
576,58171081,3851047,Marko Karbevski,Tensorflow custom layer: Creating a sparse matrix with trainable parameters,58223071,9828197
577,58137816,12131586,user12131586,using tensorflow inside docker with gpu,58167401,9218240
578,58043843,2155179,jessica,Installing Keras/Tensor Flow on R,58044175,4752675
579,57721324,11768065,drfilip,Is it possible to specify scalar plot colours on Tensorboard?,57721344,9273406
580,57709398,4227746,m.i.n.a.r.,Using simple models on Google Trends data to predict something doesn&#39;t work as expected,57713462,3190076
581,57483565,5272461,Ali Gadimi,Regression with convnet on image using keras - accuracy can&#39;t increase more than 40%,57486429,11162165
582,57483565,5272461,Ali Gadimi,Regression with convnet on image using keras - accuracy can&#39;t increase more than 40%,57484069,11919358
583,57483565,5272461,Ali Gadimi,Regression with convnet on image using keras - accuracy can&#39;t increase more than 40%,57483618,10023182
584,57387169,11893504,user11893504,Getting the diagonal elements of only part of a Tensor,57390091,1782792
585,57304185,11867828,陳建勤,Keras custom loss function (elastic net),57320969,2099607
586,57240208,5531816,Stanley,How to substract two tensor with mask in Tensorflow?,57241492,5810950
587,57236922,9845070,SuperHihi,What does reshape on an image actually do?,57237613,11522398
588,57187710,11831676,Jo37,Decorating with @tf.function changes if condition output,57196156,2455494
589,56981200,6642021,Howard Wang,Flattening tuple of images in tensorflow dataset,56982760,2455494
590,56936189,10748773,I. Schubert,Reparametrization in tensorflow-probability: tf.GradientTape() doesn&#39;t calculate the gradient with respect to a distribution&#39;s mean,56943289,5140223
591,56928928,7776975,itachi737,TensorFlow Keras Custom Callbacks on_test_begin doesn&#39;t override itself,56929322,5495304
592,56888781,7484435,Alex Yefimov,Tensorflow NotFoundError: libtensorflow_framework.so: cannot open shared file or directory,57511296,5879698
593,56888781,7484435,Alex Yefimov,Tensorflow NotFoundError: libtensorflow_framework.so: cannot open shared file or directory,57510739,11869182
594,56779949,888624,Chris,Unable to go from tf.keras model -&gt; quantized frozen graph -&gt; .tflite with TOCO,56841250,888624
595,56722720,2544048,DrkStr,Trouble loading model after Post-training quantisation,56814309,6642182
596,56681738,8512669,Leow,how to use for loop in tensorflow/keras when using tf.keras functional API?,56685250,2455494
597,56554988,6997665,learner,How to instantiate a neural network parameter with tensor?,56555213,921729
598,56433993,7934786,sariii,Getting error while adding embedding layer to lstm autoencoder,56490468,1699075
599,56370298,10609482,PC9494,How do I write a Tensorflow custom op containing a persistent C++ object?,56386085,10609482
600,56291918,2680707,Ricardo Cruz,TensorFlow: slicing tensor with a list using placeholders,56295402,1782792
601,56133254,626537,clstaudt,UnboundLocalError when fitting neural network - TensorFlow bug?,56134710,867889
602,56096120,5349476,John M.,What does DeepLab&#39;s --train_crop_size actually do?,56277186,10951310
603,56096120,5349476,John M.,What does DeepLab&#39;s --train_crop_size actually do?,56106652,867889
604,56093768,4025960,Green678,Tensorflow (1.13.1) Exception when import: DLL load failed (Windows 10),57516724,11127923
605,56088294,11484456,Jianing,tf.keras.models.Sequential model cannot fit with input type tf.Tensor,56088890,2455494
606,56059078,988709,tidy,What happens if tf.stop_gradient is not set?,56115214,1621414
607,56014361,10092506,Ngoc Minh Tran,Differences between Numpy and TensorFlow,57966175,11530462
608,55883795,7133431,xabdax,trainable_variables attribute of the custom layer in Keras returns empty list,55883947,5154274
609,55677827,5807031,LingxB,Loop over tensor dimension 0 (NoneType) with second tensor values,55680074,5154274
610,55652981,3187403,gpernelle,TensorFlow 2.0: How to update tensors?,55653651,5154274
611,55531944,9929884,Silicon,How to restrict tensorflow GPU memory usage?,55532954,7093741
612,55258859,9186974,Sayan Mandal,How to freeze a keras model with custom keras layers(.h5) to tensorflow graph(.pb)?,56641409,1427424
613,55258859,9186974,Sayan Mandal,How to freeze a keras model with custom keras layers(.h5) to tensorflow graph(.pb)?,55261401,2641587
614,55251319,2647513,user2647513,Tensorflow initialization gives all ones,55253250,7389608
615,55242278,7034613,DsCpp,Tensorflow - trainable variable does not change over time,55258518,1782792
616,55176818,5368083,bluesummers,How to support masking in custom tf.keras.layers.Layer,55201406,5368083
617,55155847,3466910,Ivan Vegner,"Tensorflow cannot get gradient wrt a Variable, but can wrt a Tensor",55191828,5786339
618,55062375,583464,George,tensorflow api 2.0 tensor objects are only iterable when eager execution is enabled. To iterate over this tensor use tf.map_fn,55087846,1234909
619,55058591,4688722,Ammar Ul Hassan,tensorflow.python.framework.errors_impl.InternalError: Dst tensor is not initialized,55126192,4688722
620,55049208,8372455,HenryHub,Error in loading the model with load_weights in Keras,55132331,9140084
621,55049208,8372455,HenryHub,Error in loading the model with load_weights in Keras,55055310,11065347
622,54808519,11096006,B4ckup,Optimize GPU usage of tf.map_fn,54810006,1782792
623,54745903,11078155,Michel Cevzar,How to implement an image(2D array) sequence sliding window in tensorflow?,54810574,11096626
624,54686895,1782553,Jav,Tensorflow dilation behave differently than morphological dilation,56391638,5023986
625,54686895,1782553,Jav,Tensorflow dilation behave differently than morphological dilation,55204699,7328782
626,54558464,2796123,deepAgrawal,Pad a tensor by a weight with tensorflow in Python,54570477,1782792
627,54516973,1984680,minerals,Is it possible to create custom Tensorflow GRU/LSTM cell?,54521518,10787274
628,54316729,10952448,Dariusz,Extremely long time (over 10 minutes) to load TensorRT-optimized TensorFlow graphs from .pb file,54766643,10952448
629,54274074,6195861,Kevin,Selecting columns from 3D tensor according to a 1D tensor of indices (Tensorflow),54275240,7389608
630,54176051,5865579,jason,"InvalidArgumentError indices[i,0] = x is not in [0, x) in keras",54177129,1462770
631,54132288,10895943,Gabriel Garcia,Why model.predict() from tensorflowjs always return same prediction?,54138016,5069957
632,54088172,4977634,qwesdfok,why tensorflow throws &quot;The graph couldn&#39;t be sorted in topological order&quot;?,54120941,9862053
633,54004948,4153034,Martin,Consequences of Keras running out of memory,54005497,5986252
634,57759635,3694044,Harald,Get Gradients with Keras Tensorflow 2.0,57834801,931303
635,57675242,10449967,包乔奔,How does tf.function works when two functions call each other,57704523,2455494
636,57539273,8419797,Daniel Casares,Disable Tensorflow logging completely,57719030,1801968
637,57539273,8419797,Daniel Casares,Disable Tensorflow logging completely,57546746,8419797
638,57417089,11208496,tusker,How can a tensor in tensorflow be sliced ​using elements of another array as an index?,57417183,3987085
639,57417089,11208496,tusker,How can a tensor in tensorflow be sliced ​using elements of another array as an index?,57417714,1782792
640,56939282,4790871,David Parks,How do you feed a tf.data.Dataset dynamically in eager execution mode where initializable_iterator isn&#39;t available?,56980166,4790871
641,56655103,5597531,Atr Cheema,How to insert certain values at certain indices of a tensor in tensorflow?,56656216,3987085
642,56457726,10897543,Olfway,Why does Tensorflow cast int32/int32 to float64 and how to stop it?,56492671,1782792
643,55842256,11351605,tre95,How to find out the correct input and output operation of a frozen tensorflow graph?,55898638,11351605
644,55763690,11384432,H.Gruber,Tensorflow Serving Predict REST API &#39;not formatted correctly for base64 data&#39; Error,55782767,11384432
645,55762759,4556387,cjs,How to fix &quot;module &#39;tensorflow&#39; has no attribute &#39;estimator&#39; &quot; error,55928076,4556387
646,55579930,11328673,Ali Ghofrani,Is there any Capsnet Implementation on CIFAR10 that achieve better accuracy than common CNN?,58247597,11329409
647,55048373,4688722,Ammar Ul Hassan,"ValueError: cannot reshape array of size 235000 into shape (100,64,64,2350)",55056065,7389608
648,54802328,880783,bers,Why am I getting different values between loss functions and metrics in TensorFlow Keras?,56303351,880783
649,54346263,4406595,thebeancounter,tensorflow gradient - getting all nan values,54389788,4406595
650,55970686,6510273,Florida Man,Tensorboard not found as magic function in jupyter,58441272,11147295
651,55970686,6510273,Florida Man,Tensorboard not found as magic function in jupyter,55970819,5154274
652,57605741,4699994,Rafay Khan,Convolutional Net Model not working on very simple data,57606215,10455493
653,57605741,4699994,Rafay Khan,Convolutional Net Model not working on very simple data,57606712,10001536
654,57254879,9371809,Helga Holmestad,Saving model history on google cloud storage,57267486,9371809
655,57254879,9371809,Helga Holmestad,Saving model history on google cloud storage,57262437,7674214
656,57254879,9371809,Helga Holmestad,Saving model history on google cloud storage,57255166,10722885
657,56366435,4537989,KillianC,Tensorflow giving random answers on a regression problem,56396289,6904782
658,56366435,4537989,KillianC,Tensorflow giving random answers on a regression problem,56367229,1487756
659,56110234,4283218,Ke Yang,&quot;Dimensions must match&quot; error in tflite conversion with toco,56126139,4283218
660,56110234,4283218,Ke Yang,&quot;Dimensions must match&quot; error in tflite conversion with toco,56128324,2292767
661,56110234,4283218,Ke Yang,&quot;Dimensions must match&quot; error in tflite conversion with toco,56125347,2292767
662,56110234,4283218,Ke Yang,&quot;Dimensions must match&quot; error in tflite conversion with toco,56118077,2292767
663,55402551,9400421,Viziionary,Why am I getting the error &quot;tf.fromPixels is not a function&quot;?,55402747,11086438
664,55005432,9929884,Silicon,Is there some way to save best model only with tensorflow.estimator.train_and_evaluate()?,55010988,3595278
665,55005432,9929884,Silicon,Is there some way to save best model only with tensorflow.estimator.train_and_evaluate()?,55006289,5786339
666,54613474,2110869,reubenjohn,Tensorflow Keras Input layer does not add _keras_shape,54613931,8112138
667,54613474,2110869,reubenjohn,Tensorflow Keras Input layer does not add _keras_shape,54613529,3769033
668,54122211,3314143,daniel451,TensorFlow Graph to Keras Model?,54408366,10787274
669,54122211,3314143,daniel451,TensorFlow Graph to Keras Model?,54406849,2641587
670,54050581,6714608,ABCD,"Installed Keras with pip3, but getting the &quot;No Module Named keras&quot; error",54051014,6858244
671,54050581,6714608,ABCD,"Installed Keras with pip3, but getting the &quot;No Module Named keras&quot; error",54756254,2878244
672,54050581,6714608,ABCD,"Installed Keras with pip3, but getting the &quot;No Module Named keras&quot; error",54050624,9362747
673,57503705,11867828,陳建勤,Is dropout layer still active in a freezed Keras model (i.e. trainable=False)?,57509119,2099607
674,57224353,10938547,Jun Liu,Is my training data set too complex for my neural network?,57230784,7645361
675,57224353,10938547,Jun Liu,Is my training data set too complex for my neural network?,57230594,9155909
676,57224353,10938547,Jun Liu,Is my training data set too complex for my neural network?,57225128,9687785
677,57181551,5989288,Asef,Can I write a keras callback that records and returns the total training time?,57182112,5810950
678,57181551,5989288,Asef,Can I write a keras callback that records and returns the total training time?,57181613,11669446
679,56573515,8316412,Rohan Lekhwani,Calling &quot;fit_generator()&quot; multiple times in Keras,56574742,10371987
680,56573515,8316412,Rohan Lekhwani,Calling &quot;fit_generator()&quot; multiple times in Keras,56574714,349130
681,56317060,1191087,golmschenk,Disabling `@tf.function` decorators for debugging?,57166582,887802
682,56317060,1191087,golmschenk,Disabling `@tf.function` decorators for debugging?,56317268,5154274
683,55906129,9772204,lmz,"Difference between &quot;Dropout&quot;, &quot;Monte-Carlo Dropout&quot;, &quot;Channel-wise Dropout&quot;",55907407,5154274
684,54634884,6637138,Evgeny Karpov,Extremely slow training speed with Keras when using steps_per_epoch argument,54635905,2097240
685,58109257,4426009,Hamid Heydarian,How convolutional layer filter size affects input length and how to keep labels the same size,58109542,2097240
686,57481869,3854476,Solomonoff&#39;s Secret,How to serialize data in example-in-example format for tensorflow-ranking?,57533931,4936825
687,57481869,3854476,Solomonoff&#39;s Secret,How to serialize data in example-in-example format for tensorflow-ranking?,57481870,3854476
688,57174019,7766024,Seankala,What exactly is a Variable in TensorFlow and why do we use them?,57180209,1782792
689,57174019,7766024,Seankala,What exactly is a Variable in TensorFlow and why do we use them?,57176796,2455494
690,56519029,6458245,Goldname,Why do I need to compile and fit a pretrained model in Keras?,56524030,349130
691,56519029,6458245,Goldname,Why do I need to compile and fit a pretrained model in Keras?,56519198,3250829
692,56519029,6458245,Goldname,Why do I need to compile and fit a pretrained model in Keras?,56519107,11588671
693,56267652,2359080,addcolor,Is it required to have predefined Image size to use transfer learning in tensorflow?,56269642,1621414
694,56064458,2443944,piccolo,Tensorflow2.0 training: model.compile vs GradientTape,56065444,9393102
695,55749195,4051544,Mike Gashler,How does one feed latent variables into a TensorFlow graph?,55749219,5154274
696,55749195,4051544,Mike Gashler,How does one feed latent variables into a TensorFlow graph?,55749325,1782792
697,55746170,7274157,Imperator123,How to stack Convolutional Layer and LSTM using Tensorflow2.0 alpha?,55750340,5069957
698,55746170,7274157,Imperator123,How to stack Convolutional Layer and LSTM using Tensorflow2.0 alpha?,55750397,1410665
699,55437278,3753287,lifeisshubh,Inner most dimension of an Array,55437297,11015427
700,55437278,3753287,lifeisshubh,Inner most dimension of an Array,55437296,3753287
701,55328355,6239947,Supratim Haldar,Keras flow_from_directory() read only from selected sub-directories,55328610,3987085
702,55262614,7779411,caissalover,How to save and load selected and all variables in tensorflow 2.0 using tf.train.Checkpoint?,57730914,1782792
703,55262614,7779411,caissalover,How to save and load selected and all variables in tensorflow 2.0 using tf.train.Checkpoint?,55263788,5600318
704,55159789,1179925,mrgloom,Tensorflow: how to view checkpoint in tensorboard?,55160098,1179925
705,55147097,3319713,Blue482,tensor conversion function numpy() doesn&#39;t work within tf.estimator model function,55147364,5786339
706,55018167,7703497,Pishang Ujeniya,One Category Text Classification on imbalanced data-set,55018576,10886420
707,54847380,11107475,Ronan Venkat,ImportError: cannot import name &#39;keras&#39;,54847442,9110909
708,54847380,11107475,Ronan Venkat,ImportError: cannot import name &#39;keras&#39;,54847478,4685471
709,54758940,336920,B Seven,Why doesn&#39;t validation_freq work with Keras model fit?,54759167,8112138
710,54559566,10843767,John Gadsden,How to change python version in Anaconda?,56477400,9973203
711,54559566,10843767,John Gadsden,How to change python version in Anaconda?,54559749,8726146
712,54523822,2723224,aveevu,Best way to process terabytes of data on gcloud ml-engine with keras,54523859,5495381
713,54495298,6714608,ABCD,Keras: how to get predicted labels for more than two classes,54495476,5495381
714,54441603,10709127,tuffy chow,"Tensorflow error &quot;has type list, but expected one of: int, long, float&quot;",54442327,9393102
715,54369602,2890590,Mark,tensorflow - how to build operations using tensor names?,54370372,992432
716,54369602,2890590,Mark,tensorflow - how to build operations using tensor names?,54370971,10968882
717,54210128,3161801,ffejrekaburb,Tensorflow text_generation,54210177,10915600
718,54197424,5052482,Jash Shah,How do we create a block (reusable set of functions) in Keras?,54197569,1868775
719,54197424,5052482,Jash Shah,How do we create a block (reusable set of functions) in Keras?,54197576,3991470
720,54014076,4371768,julka,"pip search finds tensorflow, but pip install does not",54014249,841994
721,58013244,11713857,dereks,Why doesn&#39;t `tf.matmul` work with transposed tensor?,58014641,2036766
722,58013244,11713857,dereks,Why doesn&#39;t `tf.matmul` work with transposed tensor?,58014154,10418086
723,58013244,11713857,dereks,Why doesn&#39;t `tf.matmul` work with transposed tensor?,58014072,1782792
724,57937097,347484,Boppity Bop,Is it possible to validate a deep learning model by training small data subset?,57937143,3653343
725,57937097,347484,Boppity Bop,Is it possible to validate a deep learning model by training small data subset?,57937219,2160809
726,57715248,6249001,Daniel Zapata,TensorFlow: Help creating a serving input function,57930130,6249001
727,57715248,6249001,Daniel Zapata,TensorFlow: Help creating a serving input function,57776691,3325672
728,57642361,7748163,skytree,How to initialize the variables of the existing Keras Models?,57643045,2097240
729,57353429,260826,user260826,Install TensorFlow on R,57360473,443806
730,57117397,11499783,Pidem,TensorRT and Tensorflow 2,57262484,11499783
731,57117397,11499783,Pidem,TensorRT and Tensorflow 2,57253604,8474650
732,57117397,11499783,Pidem,TensorRT and Tensorflow 2,57220729,3411080
733,57090420,11801882,Gust,How to assign tf.Variables using placeholders?,57091380,1782792
734,57090420,11801882,Gust,How to assign tf.Variables using placeholders?,57090600,6265630
735,56916313,11718632,Will,Tensorflow 2.0 doesn&#39;t compute the gradient,56917148,9393102
736,56865344,11733048,Toby Peterken,How do I calculate the matthews correlation coefficient in tensorflow,57002007,10685311
737,56865344,11733048,Toby Peterken,How do I calculate the matthews correlation coefficient in tensorflow,56875660,2455494
738,56831972,5368083,bluesummers,TensorFlow concatenate/stack N tensors interleaving last dimensions,56834995,1466792
739,56831972,5368083,bluesummers,TensorFlow concatenate/stack N tensors interleaving last dimensions,56833142,7059474
740,56728337,9364931,michael0196,Implement Causal CNN in Keras for multivariate time-series prediction,56798349,2097240
741,56688744,7713497,Pratik Kumar,unable to import Metric from tensorflow.keras.metrics,56689123,4790871
742,56337100,2163392,mad,The input to a flatten layer must be a tensor,56338066,8625500
743,56232389,4332075,Gaurav Gupta,Why ImageDataGenerator is iterating forever?,56232612,4917205
744,56192908,2184122,Robert Lugg,"TensorFlow Extended (TFX): Clarify Beam, Airflow and Kubeflow usage",57161708,7721459
745,56047834,906835,severian,Tensorflow: &quot;staggered&quot; sequence mask from indices?,56048253,5154274
746,56015171,5430317,zeeshan nisar,Repeat an array over channels,56015320,7579547
747,55989102,10092506,Ngoc Minh Tran,Computing weights in linear regression problem,55989744,423926
748,55944874,4947590,Joy Mazumder,How to multiply each row of a 3D matrix with each element of another 3D matrix on tensorflow?,55947159,2956066
749,55904997,5652313,Jindřich,Pytorch equivalent of `tf.reverse_sequence`?,55906989,3607203
750,55749899,4975860,Nafis S.,Training a simple model in Tensorflow GPU slower than CPU,55750666,5154274
751,55749899,4975860,Nafis S.,Training a simple model in Tensorflow GPU slower than CPU,55750078,7259671
752,55740550,5046896,GoingMyWay,"Tensorflow, iterate tensors",55744637,1803124
753,55701663,2961244,pentadecagon,Input images with dynamic dimensions in Tensorflow-lite,55732431,4789373
754,55688621,1435046,beginh,How to apply mask to a tensor and keep its original shape,55688792,5154274
755,55638989,8807447,tk338,Eager tf.GradientTape() returns only Nones,55639871,5154274
756,55634133,7622324,Omer Lubin,"Can not squeeze dim[1], expected a dimension of 1, got 2",55634744,2099607
757,55634133,7622324,Omer Lubin,"Can not squeeze dim[1], expected a dimension of 1, got 2",55634686,7469434
758,55629163,1093333,Jayesh,Shape of tensor,55629310,10127761
759,55629163,1093333,Jayesh,Shape of tensor,55629354,1849998
760,55629163,1093333,Jayesh,Shape of tensor,55629272,11339311
761,55561540,9301213,Ayush Aggarwal,keras model.get_weight is not returning results in expected dimensions,55561583,5154274
762,55534572,7560008,MerklT,Setting the hidden state for each minibatch with different hidden sizes and multiple LSTM layers in Keras,55548066,423926
763,55502800,3259896,SantoshGupta7,How to add/change names of components to an existing Tensorflow Dataset object?,55543102,1735003
764,55469601,4985990,Giri Annamalai M,Increase sigmoid prediction output values?,55472056,5154274
765,55469601,4985990,Giri Annamalai M,Increase sigmoid prediction output values?,55470205,10868996
766,55459087,1576254,ikamen,Tensorflow 2.0: Optimizer.minimize (&#39;Adam&#39; object has no attribute &#39;minimize&#39;),55460177,5786339
767,55332669,6059213,TomLeung,&#39;Sequential&#39; object has no attribute &#39;loss&#39; - When I used GridSearchCV to tuning my Keras model,55333036,9047837
768,55286731,10344561,Stefano Mazzocchi,What is the recommended way to mix TensorFlow and TensorFlow Federated code?,55287468,11137398
769,55246749,7152553,eshanrh,Why does Google Colab give a &quot;unknown device&quot; error when I try to convert Keras MLP?,55324533,11250738